title,spoken_languages,production_companies,production_countries,genres,keywords,original_language,popularity
The Spanish Prisoner,English,Sweetland Films,United States of America,Drama,independent film,en,3.091077
The Mummy Returns,English,Universal Pictures,United States of America,Action,son,en,41.862983
Gangs of New York,English,Miramax Films,United States of America,Drama,rescue,en,46.160047999999996
The Flowers of War,English,Beijing New Picture Film Co. Ltd.,China,Drama,forced prostitution,zh,12.516546
Surf's Up,English,Columbia Pictures,United States of America,Comedy,sea,en,23.230851
The Stepford Wives,English,Paramount Pictures,United States of America,Comedy,android,en,19.224754
Black Hawk Down,English,Revolution Studios,United States of America,Action,prisoners of war,en,44.455166
The Campaign,English,Warner Bros.,United States of America,Comedy,politics,en,16.460356
The Fifth Element,English,Columbia Pictures,France,Thriller,love,en,109.528572
Sex and the City 2,English,New Line Cinema,United States of America,Drama,N/A,en,18.325897
The Road to El Dorado,English,DreamWorks SKG,United States of America,Comedy,horse,en,37.054553999999996
Ice Age: Continental Drift,English,Twentieth Century Fox Animation,United States of America,Comedy,prehistoric times,en,65.22986800000001
Cinderella,English,Walt Disney Pictures,United States of America,Drama,magic,en,101.18705200000001
The Lovely Bones,English,DreamWorks SKG,United States of America,Drama,serial killer,en,29.257137
Finding Nemo,English,Pixar Animation Studios,United States of America,Family,duringcreditsstinger,en,85.688789
The Lord of the Rings: The Return of the King,English,New Line Cinema,United States of America,Action,based on novel,en,123.63033200000001
The Lord of the Rings: The Two Towers,English,New Line Cinema,United States of America,Action,based on novel,en,106.914973
Seventh Son,English,Legendary Pictures,United States of America,Adventure,magic,en,63.628459
Lara Croft: Tomb Raider,English,Paramount Pictures,United States of America,Thriller,based on video game,en,41.498631
Transcendence,English,Alcon Entertainment,United States of America,Drama,love,en,58.991388
Jurassic Park III,English,Amblin Entertainment,United States of America,Thriller,airplane,en,1.859364
Rise of the Planet of the Apes,English,Twentieth Century Fox Film Corporation,United States of America,Drama,dystopia,en,138.433168
The Spiderwick Chronicles,English,Paramount Pictures,United States of America,Adventure,brother sister relationship,en,21.436682
A Good Day to Die Hard,English,Twentieth Century Fox Film Corporation,United States of America,Thriller,escape,en,65.40259499999999
The Alamo,English,Touchstone Pictures,United States of America,History,texas,en,10.660441
The Incredibles,English,Walt Disney Pictures,United States of America,Action,superhero,en,77.817571
Cutthroat Island,English,Metro-Goldwyn-Mayer (MGM),United States of America,Action,ship,en,7.029308
Percy Jackson & the Olympians: The Lightning Thief,English,Dune Entertainment,United States of America,Adventure,based on young adult novel,en,61.121717000000004
Men in Black,English,Columbia Pictures Corporation,United States of America,Comedy,alien,en,104.121555
Toy Story 2,English,Pixar Animation Studios,United States of America,Comedy,duringcreditsstinger,en,73.575118
Unstoppable,English,Twentieth Century Fox Film Corporation,United States of America,Thriller,runaway train,en,37.698465
Rush Hour 2,English,New Line Cinema,United States of America,Comedy,duringcreditsstinger,en,35.814765
What Lies Beneath,English,Twentieth Century Fox Film Corporation,United States of America,Drama,secret,en,15.835672
Cloudy with a Chance of Meatballs,English,Columbia Pictures,United States of America,Comedy,science,en,46.781182
Ice Age: Dawn of the Dinosaurs,English,Twentieth Century Fox Animation,United States of America,Comedy,duringcreditsstinger,en,69.457898
The Secret Life of Walter Mitty,English,Twentieth Century Fox Film Corporation,United States of America,Drama,shark,en,43.348022
Charlie's Angels,English,Columbia Pictures,United States of America,Comedy,martial arts,en,40.20395
The Departed,English,Warner Bros.,United States of America,Drama,police,en,63.429157
Mulan,English,Walt Disney Pictures,United States of America,Adventure,musical,en,67.427755
Tropic Thunder,English,DreamWorks SKG,United States of America,Comedy,duringcreditsstinger,en,43.192048
The Girl with the Dragon Tattoo,English,Columbia Pictures,United States of America,Drama,based on novel,en,47.651083
Die Hard: With a Vengeance,English,Twentieth Century Fox Film Corporation,United States of America,Thriller,violence,en,51.881077000000005
Sherlock Holmes,English,Warner Bros.,United States of America,Action,murder,en,57.834787
Ben-Hur,English,Paramount Pictures,United States of America,Drama,betrayal,en,29.608321999999998
Atlantis: The Lost Empire,English,Walt Disney Pictures,United States of America,Adventure,animation,en,51.548589
Alvin and the Chipmunks: The Road Chip,English,Regency Enterprises,United States of America,Comedy,duringcreditsstinger,en,27.867368
Valkyrie,English,Metro-Goldwyn-Mayer (MGM),United States of America,Drama,violence,en,38.832842
You Don't Mess with the Zohan,English,Columbia Pictures,United States of America,Comedy,new york,en,40.597344
Pixels,English,Columbia Pictures,United States of America,Comedy,3d,en,140.849495
A.I. Artificial Intelligence,English,Warner Bros.,United States of America,Drama,dystopia,en,34.035114
The Haunted Mansion,English,Walt Disney Pictures,United States of America,Comedy,aftercreditsstinger,en,16.302378
Contact,English,Warner Bros.,United States of America,Drama,based on novel,en,55.249433999999994
Hollow Man,English,Columbia Pictures Corporation,United States of America,Thriller,scientist,en,28.200874
The Interpreter,English,Universal Pictures,United States of America,Thriller,murder,en,18.69984
Percy Jackson: Sea of Monsters,English,Dune Entertainment,United States of America,Adventure,3d,en,40.262260999999995
Lara Croft Tomb Raider: The Cradle of Life,English,Paramount Pictures,United States of America,Thriller,based on video game,en,56.81105600000001
Now You See Me 2,English,Lionsgate,United States of America,Comedy,revenge,en,51.535701
The Saint,English,Paramount Pictures,United States of America,Thriller,berlin,en,20.913852
Spy Game,English,Universal Pictures,United States of America,Thriller,cia,en,27.166757
Mission to Mars,English,Touchstone Pictures,United States of America,Science Fiction,alien,en,16.058284
Rio,English,Twentieth Century Fox Animation,United States of America,Comedy,duringcreditsstinger,en,46.200041999999996
Bicentennial Man,English,Touchstone Pictures,United States of America,Comedy,robot,en,24.939295
Volcano,English,Twentieth Century Fox Film Corporation,United States of America,Drama,los angeles,en,19.836123999999998
The Devil's Own,English,Columbia Pictures,United States of America,Drama,new york,en,15.350451000000001
K-19: The Widowmaker,English,Paramount Pictures,United States of America,Drama,woman director,en,15.625948999999999
Conan the Barbarian,English,Universal Pictures,United States of America,Action,sword and sorcery,en,31.802807
Cinderella Man,English,Universal Pictures,United States of America,Drama,sport,en,24.100863
The Nutcracker: The Untold Story,English,Vnesheconombank,United Kingdom,Action,N/A,en,3.593349
Seabiscuit,English,Universal Pictures,United States of America,Drama,horse race,en,14.824166
Twister,English,Warner Bros.,United States of America,Drama,wife husband relationship,en,32.079995000000004
Cast Away,English,Twentieth Century Fox Film Corporation,United States of America,Drama,suicide attempt,en,57.739713
Happy Feet,English,Kennedy Miller Productions,Australia,Comedy,duringcreditsstinger,en,37.272385
The Bourne Supremacy,English,Universal Pictures,United States of America,Drama,based on novel,en,53.213931
Air Force One,English,Columbia Pictures Corporation,United States of America,Thriller,prison,en,36.38795
Ocean's Eleven,English,Warner Bros.,United States of America,Thriller,prison,en,60.929352
The Three Musketeers,English,Studio Babelsberg,United States of America,Thriller,3d,en,36.605246
Hotel Transylvania,English,Columbia Pictures,United States of America,Comedy,duringcreditsstinger,en,56.257411
Enchanted,English,Walt Disney Pictures,United States of America,Comedy,musical,en,29.21998
Safe House,English,Universal Pictures,United States of America,Thriller,violence,en,34.773106
102 Dalmatians,English,Walt Disney Pictures,United States of America,Comedy,prison,en,9.895061
Tower Heist,English,Universal Pictures,United States of America,Comedy,fbi agent,en,36.743324
The Holiday,English,Universal Pictures,United States of America,Comedy,woman director,en,44.967453000000006
Enemy of the State,English,Touchstone Pictures,United States of America,Drama,suspense,en,41.207568
It's Complicated,English,Universal Pictures,United States of America,Comedy,woman director,en,16.479851
Ocean's Thirteen,English,Warner Bros.,United States of America,Thriller,revenge,en,42.069993
Open Season,English,Sony Pictures Animation,United States of America,Adventure,chase,en,26.61951
Divergent,English,Summit Entertainment,United States of America,Action,based on novel,en,80.316463
Enemy at the Gates,English,Paramount Pictures,United States of America,War,world war ii,en,41.273567
The Rundown,English,Universal Pictures,United States of America,Comedy,fight,en,24.107835
Last Action Hero,English,Columbia Pictures Corporation,United States of America,Comedy,magic,en,32.044191
Memoirs of a Geisha,English,Columbia Pictures Corporation,United States of America,Drama,world war ii,en,16.595874
The Fast and the Furious: Tokyo Drift,English,Universal Pictures,United States of America,Drama,car race,en,8.282876
Arthur Christmas,English,Columbia Pictures,United States of America,Drama,woman director,en,19.83683
Meet Joe Black,English,Universal Pictures,United States of America,Drama,doctor,en,36.069611
Collateral Damage,English,Warner Bros.,United States of America,Drama,revenge,en,18.827753
All That Jazz,English,Twentieth Century Fox Film Corporation,United States of America,Drama,divorce,en,5.159407
Mirror Mirror,English,Relativity Media,United States of America,Drama,duringcreditsstinger,en,48.126296999999994
Scott Pilgrim vs. the World,English,Universal Pictures,United States of America,Comedy,aftercreditsstinger,en,38.885195
The Core,English,Paramount Pictures,United States of America,Thriller,disaster film,en,29.211254999999998
Nutty Professor II: The Klumps,English,Universal Pictures,United States of America,Comedy,duringcreditsstinger,en,17.783361
Scooby-Doo,English,Warner Bros.,United States of America,Comedy,voodoo,en,31.435539000000002
Dredd,English,IM Global,United States of America,Action,violence,en,57.67393199999999
Click,English,Columbia Pictures Corporation,United States of America,Drama,dying and death,en,41.176631
Creepshow,English,Warner Bros.,United States of America,Comedy,based on comic book,en,13.661289000000002
Cats & Dogs 2 : The Revenge of Kitty Galore,English,Village Roadshow Pictures,United States of America,Comedy,duringcreditsstinger,en,11.77398
Jumper,Français,Dune Entertainment,United States of America,Adventure,based on novel,en,21.218000000000004
